hailey_lynn1012,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 23:14:39 +0000 2018
rJcKbGe2MA5zWGz,"RT @BIGMONEYMIKE6: #BMM #PENNYSTOCKS MEMO:

FAM , THERE ARE A LOT OF SNAKES &amp; SCAMMERS OUT THERE &amp; U NEED TO BE VERY CAREFUL !

STOCKS THAT…","#BMM #PENNYSTOCKS MEMO:

FAM , THERE ARE A LOT OF SNAKES &amp; SCAMMERS OUT THERE &amp; U NEED TO BE VERY CAREFUL !

STOCKS THAT HAVE MARKET MAKERS SUCH AS.. "" VFIN ,MAXM ,VNDM "" ON THE ASK ON LEVEL 2 ( LEARN HOW TOREAD L2 ) ARE DILUTING ( SELLING )

$BIOAQ &amp; $DRUS ARE "" RAPING "" NEWBIES https://t.co/uspl3ik7vL",Sat Aug 18 23:11:47 +0000 2018
pitchjisoo,"my lovely filo oomFs and non-oomFs who are going to tickets pre-selling today, make sure to take care and be careful!!! &gt;&lt; 💗 eat a lot before going and always stay hydrated ! bring a lot of snacks and water if possible !! i love you all and stay safe ! ♡

#IdealCutInMNL",,Sat Aug 18 23:11:46 +0000 2018
sportslesbean,"RT @BrendanKutyNJ: Boone on Romine: ""Went through the testing and stuff on the field and deemed his was OK, and we took him down in the tun…","Boone on Romine: ""Went through the testing and stuff on the field and deemed his was OK, and we took him down in the tunnel in between innings, felt like he was OK, but just seeing the video and seeing him stumble like that, we just wanted to be careful.""",Sat Aug 18 23:11:45 +0000 2018
fielderror,"You arereally funny, very funny, don't you agree??  And should be careful . . .",,Sat Aug 18 23:11:45 +0000 2018
dakotaadanee,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 23:11:44 +0000 2018
nae_soflawless,"RT @SweeTaee: Y’all Please Be Careful Out Here In Nashville... 2 Men Are Going Around Killing Innocent People, In 2’s. 
East Nashville, Mad…","Y’all Please Be Careful Out Here In Nashville... 2 Men Are Going Around Killing Innocent People, In 2’s. 
East Nashville, Madison &amp; Downtown Have Already Been Hit...",Sat Aug 18 23:11:42 +0000 2018
lesternubla,"I will sing of your love and justice;
to you, Lord, I will sing praise.
I will be careful to lead a blameless life—
when will you come to me?
I will conduct the affairs of my house
with a blameless heart.

Psalm 101:1-2 (NIV)

#MCGIThanksgivingAfterThanksgiving",,Sat Aug 18 23:11:36 +0000 2018
Eshafashionista,RT @JayNin0: @Eshafashionista Well thank ya lol we gotta be careful outchea! Plus black women are the only women in the world who care for…,@Eshafashionista Well thank ya lol we gotta be careful outchea! Plus black women are the only women in the world who care for us!,Sat Aug 18 23:11:36 +0000 2018
sweethoneyjai,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:11:33 +0000 2018
calliesperkins,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:11:32 +0000 2018
NxtHomeAltitude,Be careful about the cleaning products you use! #Chemistry https://t.co/QgTyicGeHy https://t.co/RHApUXSUMB,,Sat Aug 18 23:11:31 +0000 2018
therealUliii97,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 23:11:29 +0000 2018
ksjlover13,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:11:29 +0000 2018
carlysmith726,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 23:11:26 +0000 2018
BiviMari,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 23:11:26 +0000 2018
PositivelyNaily,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:11:25 +0000 2018
meciaaaa_,Always be careful of what you hear about a girl.. Rumors either come from a dude that can’t get her or a girl who can’t compete with her.. 🎯,,Sat Aug 18 23:11:24 +0000 2018
misguidedgent,"RT @Contigo131: Women love attention. 

Many will do whatever shitty things they can do to get it. Some will do shitty things here for othe…","Women love attention. 

Many will do whatever shitty things they can do to get it. Some will do shitty things here for other reasons. 

Be careful, gentlemen.",Sat Aug 18 23:11:24 +0000 2018
PradRachael,"RT @AnnaApp91838450: https://t.co/OMBR5fRNQi
Patriots Pray For President
Trump 💯We're Winning 
He's About To Blow The Lid Of The Corrupt Ce…","https://t.co/OMBR5fRNQi
Patriots Pray For President
Trump 💯We're Winning 
He's About To Blow The Lid Of The Corrupt Cess 
Pool In Washington That Will Destroy Democrats💯
Be Careful🙏Big Bucks 
Behind Trying To Crucifie
Paul Manafort💥Pray It's
A Hung Jury!
#MAGA 
#FireMueller",Sat Aug 18 23:11:22 +0000 2018
kaestheticsgirl,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:11:22 +0000 2018
11_legendd,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 23:11:21 +0000 2018
rhiannonemorrow,RT @ashleydelane1: Be careful. Period. https://t.co/W46b4CJaZq,Be careful. Period. https://t.co/W46b4CJaZq,Sat Aug 18 23:11:21 +0000 2018
CrossTheConnect,RT @YslDuke: Be Careful who you share your energy with everybody don’t deserve it 🤷🏽‍♂️,Be Careful who you share your energy with everybody don’t deserve it 🤷🏽‍♂️,Sat Aug 18 23:11:19 +0000 2018
nvshzz,"RT @JonBenetGlamsyy: Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa…","Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa today around 1pm. 
They were with a man. 
This was their van. 
Be careful! 

#SanDiego https://t.co/HsVfvjYm28",Sat Aug 18 23:11:19 +0000 2018
__Dottiee,😂 Gots to be mo careful!,,Sat Aug 18 23:11:18 +0000 2018
mss_dauda,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:11:18 +0000 2018
braden_rose,RT @HoltonSharp: @TheRickWilson Be careful.  People are crazy.✌️,@TheRickWilson Be careful.  People are crazy.✌️,Sat Aug 18 23:11:17 +0000 2018
CeliaPrudencio_,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:11:16 +0000 2018
PsychicThe,"@BirchMag LOL one of my staff bought this and I told her to be careful.Sure enough her credit card was heavily hit hundreds of dollars, she said she wouldn't had minded so much if the raves were true but it made no difference whatsoever. So read the fine print first people.",,Sat Aug 18 23:11:16 +0000 2018
macyhite7,"RT @BIGMONEYMIKE6: I'VE COUNTED OVER 248 "" FAKE #BMM IMPOSTERS "" THIS YEAR ALONE... LAST YEAR THERE WAS OVER 500...

BE CAREFUL TRADERS ...…","I'VE COUNTED OVER 248 "" FAKE #BMM IMPOSTERS "" THIS YEAR ALONE... LAST YEAR THERE WAS OVER 500...

BE CAREFUL TRADERS .... 

EVEN A GROUP OUT OF THE UKRAINE HAVE TRIED TO HACK MY TWITTER

ONLY FOLLOW THIS TWITTER &amp; MY EMAIL

"" HATERS "" WILL DO ANYTHING TO MAKE A FAST BUCK SMH https://t.co/NkEOGyymDc",Sat Aug 18 23:11:12 +0000 2018
Hpixiie,RT @siwonest_com: Dear Siwon fan... @Dtopbeautyworld is fake account !! Pls be careful Siwon is not nominate now @tccandler We hope nominat…,Dear Siwon fan... @Dtopbeautyworld is fake account !! Pls be careful Siwon is not nominate now @tccandler We hope nominate soon !! @siwonchoi #siwon #Tccandler2018 https://t.co/It0Be8DyJe,Sat Aug 18 23:11:12 +0000 2018
Amanda_Streimer,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 23:11:11 +0000 2018
Paigempalm,RT @maddyfogle2000: Right now sitting in a court yard at AACC two young women approached me asking if i know about “God the Mother” which I…,Right now sitting in a court yard at AACC two young women approached me asking if i know about “God the Mother” which I’ve seen is a trafficking tactic. Be Careful this fall semester ladies !,Sat Aug 18 23:11:11 +0000 2018
Trinnnidy,"RT @JonBenetGlamsyy: Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa…","Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa today around 1pm. 
They were with a man. 
This was their van. 
Be careful! 

#SanDiego https://t.co/HsVfvjYm28",Sat Aug 18 23:11:10 +0000 2018
kitkat_ortega,"RT @TheOldPathTV: ""Be careful for nothing; but in every thing by prayer and supplication with thanksgiving let your requests be made known…","""Be careful for nothing; but in every thing by prayer and supplication with thanksgiving let your requests be made known unto God."" (Philippians 4:6, KJV)

#MCGIThanksgivingAfterThanksgiving",Sat Aug 18 23:11:08 +0000 2018
HEYYAUNTIE,RT @chascashh: Same! They came up to me and my friends at the Target in NB and said the same about the club coming to ccsu! Be careful! htt…,Same! They came up to me and my friends at the Target in NB and said the same about the club coming to ccsu! Be careful! https://t.co/wyMNkKUIcP,Sat Aug 18 23:11:07 +0000 2018
lezhes,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:11:07 +0000 2018
starhealer64,"@RachelBrown49 @DebbyHouse5 @nickiknowsnada @fireheather @seagoddess2 @trump_versus My husband is a Trump supporter,  though a quiet one. I freely admit it is hard for me to know he likes Trump. However, I love him more than I hate his politics so I would never shun him. Be careful who you ask to shun others.",,Sat Aug 18 23:11:07 +0000 2018
cherry_Eri18,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:11:07 +0000 2018
