devadattajoshi,RT @Binita_Saikia: This pic is from last year's Assam flood😁. https://t.co/GDm8zunqar,This pic is from last year's Assam flood😁. https://t.co/GDm8zunqar,Wed Aug 22 15:05:14 +0000 2018
krameshmenon,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 10:34:42 +0000 2018
ShabnamMenon,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 10:33:56 +0000 2018
Vighrane01,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 10:31:00 +0000 2018
yaminivalli_01,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 10:30:36 +0000 2018
MdJavedHaque,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 10:30:14 +0000 2018
peacefulllsoul,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 10:30:11 +0000 2018
Rupradeeprathi,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 10:29:19 +0000 2018
AkshayKatariyaa,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 10:24:19 +0000 2018
AadiYogi_,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 10:12:53 +0000 2018
BharathModi,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 10:10:40 +0000 2018
anwarshaaayahoo,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 10:05:23 +0000 2018
rksmech2004,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 09:56:41 +0000 2018
darshana213,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 09:56:00 +0000 2018
apthamitra,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 09:54:05 +0000 2018
kgotame123,RT @Aamirian_Raj: Last year @aamir_khan ne Assam flood me donate kia but na aamir na hi hum log dhindora pite jitna PRK ke PR nanga nach ra…,Last year @aamir_khan ne Assam flood me donate kia but na aamir na hi hum log dhindora pite jitna PRK ke PR nanga nach rahe hai . https://t.co/QMlLTXx9wn,Wed Aug 22 09:53:32 +0000 2018
sshreyansi,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 09:48:27 +0000 2018
AADI_87,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 09:45:48 +0000 2018
withRG_Jaihind,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 09:44:24 +0000 2018
Nidhiya_V_Raj,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 09:43:54 +0000 2018
NRIcat,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 09:43:03 +0000 2018
foxbat229,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 09:37:05 +0000 2018
InvestMENA,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 09:31:11 +0000 2018
itariq_anwar,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 09:30:04 +0000 2018
Pobbathi_Venku,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 09:25:33 +0000 2018
KanchanaGodwin,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 09:24:55 +0000 2018
oldmonkwalking,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 09:18:32 +0000 2018
jain_robin64,"RT @GargaC: Last year, #Bengal was devastated by floods. Anti-Bengal BJP's Union govt didnt pay a single Taka but paid millions to foreign…","Last year, #Bengal was devastated by floods. Anti-Bengal BJP's Union govt didnt pay a single Taka but paid millions to foreign state #Nepal affected by same flood. Another reason why the fiscal structure of Indian Union must be revamped in favor of States.
https://t.co/4UemCa3aRZ",Wed Aug 22 09:18:17 +0000 2018
docstl,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 09:17:38 +0000 2018
