devadattajoshi,RT @Binita_Saikia: This pic is from last year's Assam flood😁. https://t.co/GDm8zunqar,This pic is from last year's Assam flood😁. https://t.co/GDm8zunqar,Wed Aug 22 15:05:14 +0000 2018
Angel28499292,@KDRogersMD The flood was some 12000 years ago there was no America sweetheart. Even Jesus makes reference to Noah and this Flood. You Deny Jesus?  Luke 17:26-27,,Mon Aug 13 04:21:52 +0000 2018
BezzysMom,Have been avoiding looking at the date...not emotionally prepared to think about what we survived two years ago in the flood. How much loss we witnessed all around us. But then we saw love. And hope. And our little town rebuilding. https://t.co/SgBXd189h8,,Mon Aug 13 03:40:04 +0000 2018
jroper,"@LesFenton2 @DoctorKarl A single flood, drought, hot summer, cold winter etc says nothing about climate change, but scientists look at the big picture, at global trends, and there is a clear as day shift towards more extremes, one that was predicted 40 years ago.",,Mon Aug 13 02:13:12 +0000 2018
YoungsvillePD,"RT @mayorkenritter: Remembering those impacted by the flood event two years ago today.  Yes, it was a historic flood event but the resilien…","Remembering those impacted by the flood event two years ago today.  Yes, it was a historic flood event but the resiliency of our residents has motivated and challenged me everyday to make significant... https://t.co/1HaVjYRg6j",Mon Aug 13 00:19:27 +0000 2018
Str8sDyr,"@NoraCirce @shaunking @LegalRobert I noticed the white socks too and reminded me of my youth many, many, many years ago with high riders and white socks and people asking if waiting on a flood.",,Mon Aug 13 00:16:21 +0000 2018
RobbieDoo225,Everybody posting flood photos from 2 years ago today.  I don’t wanna remember or reminisce about anything of that day or the year after,,Sun Aug 12 23:00:50 +0000 2018
kristyjmc,"RT @acciomommy221b: It's hard to believe it was 2 years ago today that my house became an island. 75% of the parish lost everything, but I…","It's hard to believe it was 2 years ago today that my house became an island. 75% of the parish lost everything, but I bet anyone seeing this doesn't even remember the flood in Louisiana. 😞 https://t.co/SYuvm1E3iW",Sun Aug 12 21:09:09 +0000 2018
princessebeast,The flood in our house is in the same level as the habagat 6 years ago... I'm not feeling good.,,Sun Aug 12 21:03:46 +0000 2018
Autumn_Renee__,the fact that the wizard of oz is 79 years old today and the flood started 2 years ago today,,Sun Aug 12 20:27:06 +0000 2018
YoungsvChamber,"Two years ago today, our community experienced a catastrophic flood.  Many of our residents were displaced and our community was faced with a life threatening disaster.  Our community immediately pulled... https://t.co/Ash4RulRzU",,Sun Aug 12 20:21:31 +0000 2018
JohnSmiley,"@nmonaco1981 @EllisFun They also have big collections of both mashers and peelers. They used to give a free hot baked potato to every out of state visitor (""free potaters for out of staters""), but had a flood in their kitchen years ago and now just give out a package of instant mashed. Still worth it.",,Sun Aug 12 20:04:49 +0000 2018
acciomommy221b,"It's hard to believe it was 2 years ago today that my house became an island. 75% of the parish lost everything, but I bet anyone seeing this doesn't even remember the flood in Louisiana. 😞 https://t.co/SYuvm1E3iW",,Sun Aug 12 19:30:29 +0000 2018
BillyNungesser,"2 years ago, over 100,000 Louisiana families were impacted by the results of an unnamed storm.  What started out as a rain event is now known as the Great Flood of 2016.  We are thankful for the volunteers, nonprofits, churches and neighbors who lent a hand in our time of need.",,Sun Aug 12 19:20:53 +0000 2018
deanebeth,"Checks phone, Facebook reminds me of when my home flooded a few years ago, alert notification hits me with a flood warning and thunder starts rolling all within 20sec https://t.co/LTOlYg6JA9",,Sun Aug 12 19:08:39 +0000 2018
mayorkenritter,"Remembering those impacted by the flood event two years ago today.  Yes, it was a historic flood event but the resiliency of our residents has motivated and challenged me everyday to make significant... https://t.co/1HaVjYRg6j",,Sun Aug 12 19:06:02 +0000 2018
simeon_wardle,"@ChurchofSatan I think the Abrahamic death count is way above 3 million. Factor in all the heathens, pagans &amp; victims of 2 world wars for a better picture. Some elements of the Bible, borrowed from other cultures, are factual. The flood has been scientifically proven. took place 12600 years ago",,Sun Aug 12 18:41:17 +0000 2018
Atheist_Dragon,"@KittenKoder @epichrist @geraldpayne25 @CH2517Joan @Caring_Atheist you don't know just how stupid this kid is, science says that 2.5 billion years ago the earth was almost covered with water, this kid says it doesn't matter what the time it was, it proves the biblical flood story...",,Sun Aug 12 18:31:24 +0000 2018
NutCheese,"@TheBestNuala I gotta show you a picture of where my bathroom ceiling turned into an indoor waterfall. No worries, the tweaker maintenance dude fixed it years ago... but don’t fret, there is a crappy patch job left as a memorial to the Great Flood of ‘09",,Sun Aug 12 16:54:11 +0000 2018
djakal34,RT @D4mnD: 2 years ago kicked for flood by cap gemini ;),2 years ago kicked for flood by cap gemini ;),Sun Aug 12 16:46:24 +0000 2018
usbr,"78 years ago today, Anderson Ranch Dam, located in Idaho, was approved for construction. The dam and powerplant provide multiple benefits, including irrigation, power, and flood and silt control. Learn more: https://t.co/d9m6FzPPE6 #Idaho #Water #History #AndersonRanch https://t.co/GHxRBy4ocY",,Sun Aug 12 15:52:00 +0000 2018
iamgaysha,RT @JMF0927: @JRDCastillo24 Totally Ironic! If stupid @noynoyaquino didn’t stop the Laguna Lake dredging project started by GMA almost 8 ye…,"@JRDCastillo24 Totally Ironic! If stupid @noynoyaquino didn’t stop the Laguna Lake dredging project started by GMA almost 8 years ago, these flood waters would not be reaching the low lying areas like Marikina.",Sun Aug 12 14:46:16 +0000 2018
ChesterFarmNcc,A view across @ChesterFarmNcc just over 30 years ago. For our new followers and because it is always worth re-examining aerial photos. A nice Sunday task. This one was taken in 1987 and looks across the #Nene flood plain. #heritage #photography https://t.co/RjFt5mqiEW,,Sun Aug 12 14:35:18 +0000 2018
